,视频标题,视频地址,作者,综合得分,播放数,弹幕数,投币数,点赞数,点踩数,分享数,收藏数
48,加热棒一直泡在鱼缸里别拿出来，使用寿命更长~,https://www.bilibili.com/video/BV1kG4y1h7xH,小鹏说水族,0,439019,13,59,4796,0,53,261
49,十二星座最适合养什么猫？,https://www.bilibili.com/video/BV1Me4y147oc,宠物小手册,0,636488,68,766,5260,0,84,51206
50,生活需要来点仪式感,https://www.bilibili.com/video/BV1UV4y1g7hz,馒头它爹爹,0,384701,81,466,17591,0,1218,1270
51,其实我们学校也没什么好羡慕的,https://www.bilibili.com/video/BV1K8411Y7Nh,小米的狗,0,225870,46,249,28928,0,1535,2021
52,小鳄鱼也怕痒,https://www.bilibili.com/video/BV1B84y1B7Bu,kqk协琳率力,0,488834,1586,146,12655,0,2027,2609
53,流浪们对着门缝，用力的往里钻。,https://www.bilibili.com/video/BV1E8411s7jQ,猫咪领养,0,1370442,270,1271,57575,0,1115,3351
54,当主人睡了柴犬的狗窝，柴犬会有什么反应,https://www.bilibili.com/video/BV1YW4y1j7f3,柴犬Oka,0,495555,661,1171,13110,0,1485,1303
55,中国六畜盘点，牛、马、羊、鸡、狗、猪趣味小知识,https://www.bilibili.com/video/BV1qD4y1b7ys,沙雕大百科,0,230552,281,455,21190,0,230,1890
56,关于小猫咪那条不该长的后腿,https://www.bilibili.com/video/BV1F14y1L7xj,阿楠神楠神,0,271693,159,628,9836,0,2530,3401
57,我用猫，拿捏了千万别墅小区的富婆邻居们！,https://www.bilibili.com/video/BV1TP411P73Y,喵来啦_,0,289476,338,1221,16911,0,306,1149
58,欺 虎要趁早（忘了多少期）,https://www.bilibili.com/video/BV1Be4y147Ly,萌虎观察Tiger,0,323392,128,84,11814,0,264,798
59,因为舔不到皮燕子而被迫减肥的黄猫,https://www.bilibili.com/video/BV18W4y1j7ui,隔壁公司的傻狗,0,179419,269,495,28263,0,721,1359
60,你别生气啊，他们真的没说你啥!,https://www.bilibili.com/video/BV1SW4y1j7sQ,呼呼呼hgj,0,233048,99,273,22210,0,704,1241
61,一般猫驾驭不了这个衣服……,https://www.bilibili.com/video/BV1RK411U7Ru,好多喵meow,0,313785,522,725,36114,0,1215,1140
62,斗鱼界的 [珊瑚宫心海）,https://www.bilibili.com/video/BV1VG4y1H77v,西皮nice,0,509956,335,1717,31010,0,18556,9033
63,小狐狸啃藕【蔬菜磨牙系列】今日份吧唧嘴来了，秋天吃藕胜过吃肉,https://www.bilibili.com/video/BV1UK411U7ZL,奶油博美多多,0,200213,220,1310,11320,0,4938,4276
64,一只有工作的阿拉斯加犬有多快乐，可以拉着豆腐车在村里自由奔跑,https://www.bilibili.com/video/BV1qP4y1m71P,延边小杨一家,0,284373,817,2044,9198,0,1461,525
65,做兄弟就应该有福同享嘛,https://www.bilibili.com/video/BV1G84y1i75E,爱玩游戏的猫丿,0,300187,26,97,9388,0,122,396
66,突然忘词于是蒙混过关,https://www.bilibili.com/video/BV1SG411L7B6,Y酸根,0,346339,123,1762,38705,0,4853,4486
67,柿饼还需要半个月的酝酿，今天就先品尝一下刚哥蒸的山东大馒头吧，估计花臂大佬以后对馒头是有阴影了。,https://www.bilibili.com/video/BV1fD4y1b7pK,小鱼儿夫妇,0,209235,506,785,22212,0,466,398
68,我万万没想到，恩佐为了一个骨头跟我翻脸，黑豹给我上,https://www.bilibili.com/video/BV1ND4y1b7GB,豫西小丁,0,1284757,2776,5000,38832,0,3048,4220
69,高校一公猫吵不过母猫，慢动作逃跑被围观学生群嘲,https://www.bilibili.com/video/BV1ER4y1Q7WR,上游新闻,0,1332368,85,842,124832,0,5761,11921
70,这两只小鸡勇气可嘉，敢和大公鸡挑衅！,https://www.bilibili.com/video/BV1uP411P7s3,猫后生,0,193823,298,2113,26624,0,911,1034
71,哎呀糟糕，臭卷宝被看光啦！,https://www.bilibili.com/video/BV1pP411P7wp,团宠酸奶妹,0,559170,558,1263,60948,0,3837,2349
72,秋天落叶好，秋天秋风也好,https://www.bilibili.com/video/BV1wV4y1V7KX,一只小九九丫,0,190311,569,2816,19164,0,242,451
73,队友挂机竟是因为……,https://www.bilibili.com/video/BV1Wg41187uT,雪瓜LONNY,0,4447932,179,3575,156568,0,7471,13281
74,你家的猫咪会保护你吗？,https://www.bilibili.com/video/BV1we4y1v7Qz,萌宠纪录,0,227711,15,55,14021,0,189,776
75,确认过眼神，是我惹不起的猫！！,https://www.bilibili.com/video/BV1re4y1273B,一颗番薯薯,0,158242,208,556,22439,0,2190,4209
76,这只老猫真是浑身都是特色耶！！,https://www.bilibili.com/video/BV1SG411A7wX,奥斯卡和糖糖姐,0,215650,74,93,18433,0,408,1188
77,是什么让墩哥炸成一只“小浣熊”？,https://www.bilibili.com/video/BV1VG411A7YV,朱诺喵游记,0,191464,35,90,19945,0,122,960
78,从小就欺负人,https://www.bilibili.com/video/BV1hv4y1D7SW,大天搞笑配音,0,172915,142,1837,19213,0,363,427
79,三倍好运来咯！,https://www.bilibili.com/video/BV15V4y157gq,小目家族,0,124203,22517,2722,48104,0,412,1703
80,老虎：不要摸我头！很…很舒服！,https://www.bilibili.com/video/BV1Hm4y1F7qv,十万个冷沙雕,0,584256,170,462,77430,0,3285,9868
81,国庆7天乐，节后7天困，进来解压！,https://www.bilibili.com/video/BV1xV4y1L7xU,喵大厨Puff,0,1631589,5,127,2756,0,3,7556
82,一起学狗狗吐舌头，捷克狼犬,https://www.bilibili.com/video/BV1SP4y1S7vi,捷克狼犬蓝湾杜宾繁殖,0,221343,25,77,13759,0,216,1659
83,时光温柔还需你懂，生活可爱也要你宠。,https://www.bilibili.com/video/BV1sG4y1h7v2,谁数人生相逢百年,0,254521,61,79,8352,0,48,225
84,“养猫和不养猫的都沉默了”,https://www.bilibili.com/video/BV1Q14y157jH,如花的宠物乐园,0,690975,367,3537,32627,0,5769,19318
85,假装面基,https://www.bilibili.com/video/BV1Be411375U,太喜欢栗子了无法自拔,0,893121,192,292,59783,0,769,3009
86,广西南宁动物园鸵鸟出逃，还会等红灯？网友：这神兽是因为被冷落，离家出走的吧,https://www.bilibili.com/video/BV1wd4y117gF,动物园放假了Zoo,0,449585,240,94,9315,0,3829,2236
87,电锯猫,https://www.bilibili.com/video/BV1QG411L789,牛战士历险记本人,0,845262,144,2775,57623,0,11035,9122
88,碳化的栗子和没有完全碳化的栗子被领养（准备家中下笼了,https://www.bilibili.com/video/BV1E14y1L7S8,猫德研究员小杨,0,244545,577,1465,35143,0,131,819
89,全网唯一一只被养到郁闷的哈士奇！,https://www.bilibili.com/video/BV1w8411Y7QS,牛顿科普,0,226021,42,83,8642,0,176,522
90,渝辉还会吸面条，厉害了！祝渝辉生日快乐！,https://www.bilibili.com/video/BV1UP4y1S7we,乐和乐都动物主题乐园,0,190021,201,262,13092,0,480,971
91,浅弹一下,https://www.bilibili.com/video/BV1rm4y1w77M,辣条是只萨摩耶,0,1301865,168,1390,159943,0,9632,20000
92,你又叼你宝宝去哪里呀？,https://www.bilibili.com/video/BV1JP411P7Ht,catsworld2的猫,0,150397,123,198,16384,0,954,1533
93,《精诚所至 金石为开》,https://www.bilibili.com/video/BV12P4y1S7sY,猫不理咖啡,0,357296,221,2124,54591,0,178,973
94,猫：我还是那句话，做猫不用太正常！,https://www.bilibili.com/video/BV1Zg411z79j,甜甜哒喵,0,172051,229,611,12016,0,5020,2662
95,张嘟嘟快问快答！！！,https://www.bilibili.com/video/BV1vP411P7gk,迷你猫张嘟嘟,0,122064,111,1508,22198,0,528,713
96,暹罗猫和奶牛猫被提起来的反应对比哈哈哈哈哈哈哈哈哈哈,https://www.bilibili.com/video/BV1od4y1k7pY,咪叔和提莫,0,139541,521,58,20748,0,312,1058
97,猫咪给主人叼来老鼠，主人：说了很多次，我不吃老鼠不吃小鸟…,https://www.bilibili.com/video/BV1MV4y1V7g7,民声面对面,0,216736,77,50,9239,0,598,377
98,给哈士奇配上外挂真的太省心了,https://www.bilibili.com/video/BV1bR4y1Q7ZF,正紧市民本民,0,498496,123,224,39489,0,1637,1369
99,“猫：你#￥%%……”,https://www.bilibili.com/video/BV1884y1i71r,伏加特奶牛猫,0,189025,92,59,17103,0,335,1371
