,视频标题,视频地址,作者,综合得分,播放数,弹幕数,投币数,点赞数,点踩数,分享数,收藏数
20,测评网红汽车划痕蜡，用完和新车一样！4S店不说的秘密？真好用吗,https://www.bilibili.com/video/BV1zV4y1G7Bh,开箱组长1,0,889332,9258,323,12473,0,50,530
21,想要PS5和Switch？全都送！,https://www.bilibili.com/video/BV1gV4y137JU,大家车-曾颖卓,0,191724,208,3770,5342,0,711,1447
22,暴力切割横评 比亚迪 特斯拉 华为 三家电机！ 上篇 扁线油冷永磁超薄叠片有何优劣？,https://www.bilibili.com/video/BV1Av4y1D77u,懂车老王,0,172620,1151,3621,6540,0,675,1849
23,一直有个问题  肚子大的人是不是都能喝,https://www.bilibili.com/video/BV1C8411a7Bk,goodgod-auto,0,258987,75,1069,52311,0,650,2838
24,可恶，被他装到了,https://www.bilibili.com/video/BV1oW4y1j7zC,行车启示录,0,258727,43,17,4097,0,64,179
25,望洋兴叹，自驾中朝俄三国交界的珲春，大海近在眼前却过不去,https://www.bilibili.com/video/BV17P411P7jh,杨旭游记,0,173195,1162,3359,11590,0,308,973
26,下车前，这个动作要注意！,https://www.bilibili.com/video/BV1Cm4y1F7mj,昕飞扬看点,0,279485,239,143,3040,0,59,115
27,现在的五菱vs以前的五菱,https://www.bilibili.com/video/BV1pK411D7UE,五菱汽车,0,460624,529,1835,101678,0,1129,12326
28,再牛逼的香水也干不过韭菜盒子 土到极致就是潮,https://www.bilibili.com/video/BV1Pg41167AH,快播会员充值地址,0,201360,4,12,7201,0,50,175
29,妈妈说，车了新车到村里，一定要要是租的，别说是买的，因为除了家人没有谁希望你过得比他好,https://www.bilibili.com/video/BV1S8411a7U4,谈车论价,0,269461,27,28,1803,0,13,76
30,2万买到法拉利故车，经过小伙的检查，发现跑了还不到5000公里,https://www.bilibili.com/video/BV1N14y177wt,狼叔侃车,0,2582534,121,923,3382,0,65,11922
31,赛车的机油是这么加的，服了！,https://www.bilibili.com/video/BV1rR4y1Q7Lc,北环小T,0,290470,22,28,4399,0,65,397
32,测量一下车漆的厚度,https://www.bilibili.com/video/BV1CV4y1g7cs,或与Rainoffire,0,240665,111,87,3751,0,6,196
33,国产车能漂移吗?,https://www.bilibili.com/video/BV1FV4y1V7Ny,极速拍档-Jacky,0,154918,323,645,7601,0,140,392
34,兄弟在外别吃苦，回家也别开路虎,https://www.bilibili.com/video/BV1514y1V7UU,海哥侃车,0,145123,85,1033,11970,0,607,476
35,把一辆皮卡和卡车头拼接在一起太酷炫了，价格翻了两倍,https://www.bilibili.com/video/BV13t4y1F7QL,明武玩音响,0,936928,0,445,1315,0,1,6048
36,卖个特斯拉，车贩子和车主都流泪了……你看不到的车商背后心酸的一面,https://www.bilibili.com/video/BV1UR4y1Q7qQ,老胡的车生活,0,189759,645,185,2069,0,904,201
37,领航员：前面好多观众，吓吓他们！# wrc 极限救车# 赛车 # 漂移#WRC#WRC拉力赛,https://www.bilibili.com/video/BV1Bt4y1T7qW,RandomSkip,0,319318,33,310,40808,0,666,2786
38,全自动的安全带，你肯定没见过！,https://www.bilibili.com/video/BV19m4y1w79C,小志说车1,0,628198,70,113,10218,0,356,1317
39,签收全球唯一概念奔驰EQXX，史上最省钱的奔驰来了,https://www.bilibili.com/video/BV1fe411377f,终极小腾,0,770585,962,4189,47311,0,3014,3263
40,这个设计司机一定喜欢#抖科技#汽车科技#汽车#汽车设计#黑科技,https://www.bilibili.com/video/BV17P411P74g,宇哥睇世界,0,184086,30,83,1236,0,71,97
41,“我真的对速度一无所知”,https://www.bilibili.com/video/BV1MD4y1k7nV,怪咖Tb,0,252070,26,170,1902,0,25,10404
42,马力狗24小时耐力赛换胎作业,https://www.bilibili.com/video/BV1mm4y1F7Fj,一只机车佬,0,173078,29,12,3658,0,48,223
43,百万纯电SUV操控天花板！路特斯ELETRE动态首测！,https://www.bilibili.com/video/BV1me4y147Rd,Upspeed盛嘉成,0,130009,873,1591,8447,0,1649,1493
44,成功面试到某F1车队研发岗了,https://www.bilibili.com/video/BV1mD4y1b73Y,顽皮火龙果,0,133604,192,723,4070,0,1010,800
45,房车旅行4年没回家，没交物业费，水表被拆了，会罚多少违约金？,https://www.bilibili.com/video/BV1JW4y1E7qG,庄树房车游,0,1192056,12,116,1046,0,1,4559
46,一到周末就约飞盘谁不迷惑啊,https://www.bilibili.com/video/BV1WW4y1j7ic,小莹咭吉车,0,126819,39,147,5913,0,317,606
47,开比亚迪唐DM钓友不讲武德，钓不到鱼直接拿抽水泵,https://www.bilibili.com/video/BV1k84y1i72d,大唐潘潘,0,170643,49,38,1791,0,47,64
48,开豪车就可以看不起我啊！,https://www.bilibili.com/video/BV1yP4y1S7dp,王寨小馒头,0,237196,36,105,2408,0,32,76
49,房车旅居500天升级了哪些装备？买到假货索赔了多少钱【VanLife】,https://www.bilibili.com/video/BV1pD4y1b7Ef,十三要和拳头,0,108668,683,4526,9469,0,77,952
50,五菱敞篷突然下雨怎么办？！,https://www.bilibili.com/video/BV1it4y1T7Ev,视角姬的玩车日志,0,92642,333,1021,8075,0,288,651
51,落地430万的兰博基尼，撞过要修多少钱？,https://www.bilibili.com/video/BV1ud4y1w7PZ,平凡小吴,0,80367,1063,5581,7129,0,175,854
52,出师无名，比亚迪明,https://www.bilibili.com/video/BV1hD4y1b7Mk,力王开汉千山翠和Tesla,0,139014,273,39,2309,0,11,91
53,20W粉丝福利！Iphone！赛车模拟器！现金红包统统送！,https://www.bilibili.com/video/BV12v4y1S77W,NMNP陈璟,0,136530,386,3595,5563,0,660,1194
54,手工耿大哥给我寄了一部车…,https://www.bilibili.com/video/BV15g411h7Ks,袁启聪,0,1974337,10707,66266,113512,0,4891,13389
55,我的第一台敞篷跑车，阿斯顿马丁DB11提车！,https://www.bilibili.com/video/BV1eP411P7Z4,野生11,0,102582,1494,619,2783,0,352,738
56,苹果撞车检测灵不灵？我们用真车撞给你看,https://www.bilibili.com/video/BV1i84y1B7pJ,易车横评,0,408112,2743,22334,38527,0,1480,5356
57,金九银十都卖不动车了，年底会疯狂打折吗？,https://www.bilibili.com/video/BV1yG4y1h7ai,牛哥说车,0,103433,77,111,4924,0,261,146
58,撞到施工方，这个冷门条款记一下,https://www.bilibili.com/video/BV1Kt4y1M7tg,大锤RUNKMD,0,109025,66,53,6121,0,5,149
59,《一句话分清PUA》,https://www.bilibili.com/video/BV1LV4y1L7SE,辣眼车评,0,3910906,521,875,192554,0,3606,16984
60,小伙停车不拉手刹，后排乘客帮他用“手”刹,https://www.bilibili.com/video/BV1M84y1i7FC,老司机观察,0,113043,77,19,3171,0,11,70
61,第一次看见那么选的高级的法拉利（法拉利812gts）,https://www.bilibili.com/video/BV1RW4y1E7cs,小袁同学的车库,0,110496,60,75,2011,0,186,533
62,奥迪A5挑战英国网红涉水路！车主直接后悔了！,https://www.bilibili.com/video/BV1h14y1574X,极客芬达,0,335374,3,4,97,0,2,376
63,抠门有时候可以救你一命,https://www.bilibili.com/video/BV1cg41187G8,苏打金,0,498632,75,122,12225,0,936,760
64,定档！长安汽车独家冠名《三体》动画第一季,https://www.bilibili.com/video/BV12K411U7mv,长安汽车,0,78940,45,630,6181,0,612,214
65,18岁小伙无证酒驾被抓，用亲爹的驾照扣分！小伙：我爹早没了【925期】,https://www.bilibili.com/video/BV1Me4y1v7mK,车祸警示录,0,228462,3000,559,8213,0,650,561
66,【抽奖】这个up能处 头回抽奖就直接抽台汽车！,https://www.bilibili.com/video/BV1cG4y1h7df,白日梦实验室,0,263998,991,5337,7316,0,1157,1561
67,我花了三千块买了台车，准备全车改装【第四期】,https://www.bilibili.com/video/BV1zt4y1T7fc,牛马计划,0,67239,138,1363,6206,0,77,683
68,2022 F1 墨西哥站 正赛 F1TV PRO+兵哥 然哥 飞哥 赛道轨迹融合版 1080P 50FPS,https://www.bilibili.com/video/BV1a84y1i7HF,极速FONE,0,82809,3105,863,4246,0,201,547
69,等个红绿灯上蹿下跳的真热闹，二八大杠,https://www.bilibili.com/video/BV1Qe4y1i7ZA,女骑士小猫,0,5380805,1930,6803,212860,0,17277,25331
70,比亚迪/特斯拉/华为电机首拆横评，扁线油冷永磁超薄叠片有何优劣,https://www.bilibili.com/video/BV1gG411A7Rq,懂车帝原创,0,82008,585,928,3005,0,348,666
71,这调头有点德芙！,https://www.bilibili.com/video/BV12v4y1S77o,青年机车,0,121341,3,7,809,0,16,80
72,非双有活动 了解一下#Honda本田#机车#本田非双,https://www.bilibili.com/video/BV1De4y127du,HondaDreamWing西安,0,103375,9,21,2848,0,66,238
73,15万入手23款吉利星瑞-只此青绿版，你别说喝95号油的确实有两把刷子,https://www.bilibili.com/video/BV18d4y1c7xZ,合肥94看车,0,99447,461,239,2199,0,106,114
74,一汽奥迪引领未来出行新态势！,https://www.bilibili.com/video/BV1xt4y1T7rq,奥迪,0,428718,39,105,932,0,133,139
75,电动车续航有救了！！,https://www.bilibili.com/video/BV1mV4y1g7ed,原来是翔翔啊,0,86557,1229,573,3771,0,264,348
76,我最喜欢小动物了，例如周黑鸭！,https://www.bilibili.com/video/BV1he4y1U7vz,荆棘队长,0,259228,13,12,1591,0,265,187
77,恭喜提车。,https://www.bilibili.com/video/BV1dW4y1j7CK,二手车批发零售_,0,102558,60,28,4858,0,183,198
78,用着我的车，泡我的人，这才是真正的人生赢家！,https://www.bilibili.com/video/BV1ce411V71h,津门旺仔,0,174289,36,74,17567,0,81,718
79,22/23款奥迪A4测评报告,https://www.bilibili.com/video/BV1P14y1L7Tr,新蚂蚁车评,0,55306,877,3218,3907,0,177,445
80,未来已来，氢能超跑来啦，狂拽酷炫炸天天啊！！！,https://www.bilibili.com/video/BV1mK411U7vZ,抖科技说车,0,101073,48,13,692,0,22,85
81,9.99万买这么大个SUV？,https://www.bilibili.com/video/BV1BP4y1m71E,键盘车神教,0,73589,1106,833,3957,0,120,282
82,车上这5个AUTO按键都不会用？还敢说自己是老司机,https://www.bilibili.com/video/BV14e4y127He,备胎说车,0,66126,96,728,4675,0,75,492
83,当00后当了父亲,https://www.bilibili.com/video/BV1uG4y1h7bt,爱车的戴戴,0,902659,94,198,73367,0,95,2790
84,汽车内饰开关,https://www.bilibili.com/video/BV1g8411Y7dX,陈田小怡子配件库,0,66660,53,72,4081,0,33,1253
85,今天这个摩友真猛，皮肤自带伤害，什么摩托遇到都买账,https://www.bilibili.com/video/BV1L8411Y7L6,岛民康康机车打卡点,0,104646,5,6,1359,0,7,94
86,【新老BRZ进化】刹车失灵？,https://www.bilibili.com/video/BV1rP4y1m7hJ,易车圈速榜,0,43561,804,3096,4843,0,234,651
87,有时候真的没办法，我也不想那么慢～,https://www.bilibili.com/video/BV1ze4y1y7vz,疯狂小鄙人,0,103922,2,16,1154,0,1,30
88,比亚迪唐挑战德国不限速高速！国产车终于迎来实战！,https://www.bilibili.com/video/BV1o8411a7tU,极客小冷,0,95632,123,15,1637,0,56,59
89,草率了，当初买车没考虑到下雨天连家门口都上不去,https://www.bilibili.com/video/BV1ee4y147GH,舜网,0,102278,27,0,622,0,16,9
90,熊孩子划伤百万豪车，真相让人跌破眼镜。,https://www.bilibili.com/video/BV1de411V73Y,懂车侦探官方,0,1144226,27,119,4351,0,2,5264
91,你的车内可能有30斤沥青，一起来快速验证它的存在,https://www.bilibili.com/video/BV1rD4y1b7qr,周五天的感觉,0,81022,87,80,756,0,175,457
92,有了困难就去解决，给轮毂开孔做动平衡！,https://www.bilibili.com/video/BV1Sm4y1F71u,白星汽车,0,84655,12,21,772,0,13,51
93,红牛敢死队 X 斯巴鲁！驾驶WRX STI VT21x挑战美国最曲折的山路The Dragon,https://www.bilibili.com/video/BV1eG4y1h7Zo,MarcoWittmann,0,42287,219,347,2210,0,567,1738
94,【F1墨西哥站】博塔斯：37岁开奥迪 | 周冠宇：明年不会有中国站 | 正赛前瞻 | 排位赛回顾,https://www.bilibili.com/video/BV1pD4y1b7ZH,F1赛事资讯,0,70935,288,163,2518,0,107,113
95,"为什么越来越多的年轻人开始支持国产品牌,中年人却只钟爱合资车?#好车有鲸喜 #univ",https://www.bilibili.com/video/BV1HD4y1b7tw,佳木斯嘉达长安,0,144601,63,74,1411,0,13,56
96,巴企500高端数控加工制造塔穆尔牌落地扇，一扇传三代,https://www.bilibili.com/video/BV1ve411G757,发光的三极管yoyo,0,71354,383,263,1910,0,22,89
97,长城汽车：混动，当前我是王者,https://www.bilibili.com/video/BV1pP4y1m7ig,叶问讲国产崛起官方,0,63585,196,385,2725,0,80,98
98,可能会退出国内市场的车企，千万别买！,https://www.bilibili.com/video/BV1ft4y1u73n,香港仔講電車,0,126387,122,29,3715,0,64,255
99,《英雄和反派看完都沉默了》,https://www.bilibili.com/video/BV1ee411G7Eo,骑不快的H,0,52034,519,647,3688,0,48,146
